customer_id,name,phone,email,grade,lead_source,interest_type,signup_date,region,budget_10k_krw,status
C00222,윤시윤,010.7089.5269,윤시윤@example.com,신규,광고,84A,2024-11-19,인천,120000,활성
C00387,전시우,010-1724-1656,전시우@example.com,Vip,Blog,59A,2025-09-13,부산,63000,활성
C00171,한소율,010-8511-6869,user171@example.com, 일반,Blog,84A,20240727,충북,71000,활성
C00431,정지호,010.9551.9605,user431@example.com,신규,광고,59B,2026-02-25,충북,999999,휴면
C00193,권서연,010-7471-9128,user193@example.com,일반,SNS,59B,2025-04-06,경북,58000,활성
C00224,한채원,01084065481,한채원@example.com, 일반,지인소개,84B,2024-08-26,인천,58000,이탈
C00038,전동현,010.2129.9289,user38@example.com,VIP,SNS,114A,2025-02-14,경북,58000,휴면
C00100,황유진,010-2353-7955,user100@example.com,일반,광고(네이버),114A,2024-09-10,인천,85000,활성
C00461,정나윤,01069028738,user461@example.com,관심고객,방문,74A,2026-12-03,대구,58000,활성
C00129,황하은,010-5054-2341,user129@example.com,신규,온라인전시관,59A,2026-02-02,제주,63000,이탈
C00462,강우진,01090895975,user462@example.com,일반,Blog,59A,2024-06-09,대전,58000,이탈
C00004,윤태윤,010.6977.3664,user4@example.com,일반,방문,102A,2025-12-22,대전,-1,활성
C00534,박수아,01092788101,user534@example.com,일반 ,블로그 ,59A,20250728,대구,-1,활성
C00270,최예준,010-1019-8069,user270@example.com,일반,블로그,102A,2026-07-08,경남,95000,활성
C00417,전윤서,010-6834-8795,전윤서@example.com,신규,Blog,74A,20240804,경남,63000,활성
C00117,전지우,010-5911-8780,user117@example.com,일반,온라인전시관,102A,2024-07-19,서울,71000,이탈
C00577,서다은,010-3153-2797,서다은@example.com, 일반,블로그,59B,06-17-2024,울산,35000,활성
C00512,임가은,01011948733,user512@example.com,일반 ,SNS,59B,2024/12/24,제주,999999,이탈
C00152,한태윤,01023874977,user152@example.com,vip,SNS,59B,2024-05-10,대구,42000,활성
C00470,한현우,01098605651,한현우@example.com,VIP,Blog,84B,2025-09-11,대전,35000,활성
C00155,윤지우,01028654273,user155@example.com,vip,Blog,59A,20260823,인천,95000,휴면
C00015,임지민,01089733536,user15@example.com,일반,방문,59A,20261218,경기도,-1,이탈
C00265,서승우 ,010-6653-8976,user265@example.com,VVIP,광고(네이버),59A,2026/03/15,제주,71000,활성
C00332,장지우,010-3024-2494,user332@example.com,Vip,블로그 ,102A,2025-02-17,제주,999999,활성
C00149,오서연,010-7499-6347,user149@example.com,vip,전화문의,114A,2025-08-08,전북,95000,활성
C00080,한도윤,01072299725,user80@example.com,신규,Blog,114A,2026-06-03,경기,120000,활성
C00593,홍민준,010-9886-6544,,일반,지인소개,84A,20260827,경남,58000,활성
C00575,장지호,010.3984.9788,user575@example.com,VIP,블로그 ,102A,2025-03-05,전남,35000,활성
C00011,안은서,010-4770-4608,user11@example.com,VIP,블로그,59B,2024-01-28,제주,63000,활성
C00399,황나윤,01014067580,user399@example.com,신규,온라인전시관,59A,2025-01-20,제주,63000,활성
C00364,정가은,01048988211,user364@example.com,일반,광고(네이버),102A,2025-01-21,부산시,95000,휴면
C00448,한시우,010.8861.8439,user448@example.com,관심고객,블로그,74A,2024-11-20,충북,999999,활성
C00165,정주원,010-9109-7703,정주원@example.com,일반,블로그 ,84A,2024/02/19,강원,35000,활성
C00549,정승우,010-6452-4666,user549@example.com,vip,온라인전시관,84A,2026-12-24,전남,63000,활성
C00487,송윤서,010.6215.6613,송윤서@example.com, 일반,블로그 ,74A,2024-11-11,경북,999999,활성
C00494,서주원,010-4696-7943,user494@example.com,VVIP,방문,59B,06-10-2024,부산시,35000,이탈
C00381,김건우,01025676929,user381@example.com,신규,방문,74A,2024-04-04,경남,120000,활성
C00358,박채원,010-8155-3224,user358@example.com,VIP,SNS,114A,2025-12-20,대전,120000,이탈
C00204,서하윤,010-2525-6536,서하윤@example.com,Vip,블로그,84A,2026-03-20,대전,35000,활성
C00169,임소율,010-2560-3221,user169@example.com,VVIP,블로그,74A,2026-03-23,울산,58000,활성
C00305,김우진,010-2037-9830,김우진@example.com,일반,Blog,102A,2025-09-05,충북,95000,활성
C00568,정윤서 ,010-3070-3337,user568@example.com,관심고객,전화문의,59A,2026-11-12,울산,999999,휴면
C00439,조윤서,01080275262,조윤서@example.com,VIP,온라인전시관,59B,2026-02-01,전남,120000,휴면
C00095,윤서준,010-8489-2029,user95@example.com,일반 ,블로그 ,84B,2026-01-21,울산,58000,활성
C00466,안하윤 ,01069085021,user466@example.com, 일반,Blog,84A,2024-03-26,전남,120000,이탈
C00189,장지호,010-2785-3546,user189@example.com,VIP,블로그 ,84A,2025-07-04,광주,120000,활성
C00266,정하윤,010.4773.7793,user266@example.com,Vip,광고,84A,2026/08/16,전남,35000,활성
C00220,김채원,010-7628-7361,user220@example.com,관심고객,광고(네이버),114A,2024-06-24,경남,85000,이탈
C00538,권선우,010-3644-1202,user538@example.com, 일반,광고,102A,2026-07-13,인천,-1,활성
C00430,장동현,010-1691-8960,장동현@example.com,VIP,광고,74A,20260528,충남,42000,휴면
C00463,이동현,010-2977-4671,user463@example.com,일반,온라인전시관,114A,2025-01-25,세종,58000,이탈
C00306,최도윤,010-3126-3926,user306@example.com,일반,광고,84A,2024-02-02,전북,120000,이탈
C00084,권예준,010-1920-6766,user84@example.com,일반,블로그 ,84A,2024-01-12,인천,42000,이탈
C00415,송지민,010.2140.8793,user415@example.com,VIP,블로그,102A,2025-11-04,제주,42000,활성
C00281,강준서,010-3994-4115,user281@example.com,Vip,방문,59B,2026-04-28,울산,63000,활성
C00071,박준서,01084059254,user71@example.com,관심고객,블로그,102A,2026-09-10,seoul,95000,휴면
C00146,이예준,010-1154-3807,user146@example.com,신규,SNS,102A,2025-10-28,제주,35000,활성
C00086,강서연,010.9564.3600,user86@example.com,일반,전화문의,84A,2025-06-22,충북,42000,활성
C00181,윤서연,01019016067,user181@example.com,VIP,블로그,102A,20241201,제주,-1,활성
C00259,오동현,,user259@example.com,일반,방문,102A,2026-11-14,충남,58000,활성
C00277,박윤서,010-4281-9482,박윤서@example.com,Vip,광고,59A,2026-05-24,충남,85000,활성
C00434,서서준,01029999763,user434@example.com,일반 ,블로그 ,84A,2024-07-09,울산,71000,활성
C00024,조현우,010-5573-6753,user24@example.com,vip,Blog,74A,20240209,경기도,85000,활성
C00217,윤채원,010-9409-1328,user217@example.com,신규,지인소개,102A,20241026,강원,71000,휴면
C00056,황수아,01062724090,user56@example.com,관심고객,SNS,59B,2025-01-11,전북,95000,활성
C00014,송도윤 ,01037805843,user14@example.com,일반,블로그 ,84A,2024/07/02,전북,71000,휴면
C00485,송하윤,010-8401-1684,송하윤@example.com,일반 ,블로그 ,114A,2026-05-21,seoul,71000,이탈
C00441,강지민,01048588388,,일반,광고(네이버),102A,2026/08/03,충북,95000,활성
C00371,이예준,01013079154,user371@example.com,vip,블로그,59A,20260709,전북,999999,활성
C00064,장가은,010-5835-6549,user64@example.com,신규,광고,59B,2024-11-24,전북,-1,활성
C00390,한시윤,010-6963-1844,한시윤@example.com,일반,온라인전시관,84A,2026-01-12,인천,-1,활성
C00251,서승우,01056267523,서승우@example.com,신규,Blog,84A,2025-01-10,광주,85000,이탈
C00033,송동현,010-8140-8956,user33@example.com,일반,온라인전시관,102A,20260724,대구,999999,이탈
C00582,오지우,,user582@example.com,신규,지인소개,74A,2025-12-26,제주,999999,활성
C00328,김승우,010-4323-4351,user328@example.com,VIP,블로그 ,114A,2026-08-23,경북,63000,휴면
C00219,황예준,010.5536.5278,user219@example.com,일반,지인소개,84B,2024-01-26,전북,85000,활성
C00150,전선우,010-5037-2204,user150@example.com,일반,지인소개,84A,2026-11-05,충북,85000,활성
C00482,임시우,010-7672-3772,user482@example.com,관심고객,온라인전시관,59B,2024-12-02,부산시,85000,활성
C00160,박서준,,user160@example.com,일반,광고,102A,2024-12-08,대전,85000,이탈
C00559,전소율,010-3967-7290,user559@example.com,vip,SNS,74A,2026-03-04,대전,95000,활성
C00040,권소율,,user40@example.com,일반 ,온라인전시관,59B,2025-04-12,충북,71000,이탈
C00466,안하윤,01069085021,user466@example.com, 일반,Blog,84A,2024-03-26,전남,120000,이탈
C00286,신태윤,010-3450-8749,user286@example.com,VIP,SNS,84A,2024-11-17,충북,120000,활성
C00118,전지호,01072293421,전지호@example.com,VIP,광고(네이버),102A,2024-04-01,전남,58000,휴면
C00488,김승우,,user488@example.com,신규,블로그,59A,2026-03-14,경남,95000,이탈
C00218,서태윤,010-9530-7506,user218@example.com,VIP,Blog,102A,2025-09-21,강원,71000,활성
C00498,조도윤,010.4172.3064,user498@example.com,일반,SNS,84A,2026/10/15,경기도,999999,휴면
C00583,윤채원,010-2742-3137,user583@example.com,VIP,광고(네이버),102A,2024-04-23,Busan,999999,활성
C00351,황민준,010.3798.5624,user351@example.com,관심고객,광고(네이버),59B,2026-02-13,Busan,42000,활성
C00325,신승우,010-3589-6201,신승우@example.com,신규,Blog,102A,2024-03-11,대구,35000,활성
C00067,오선우,010-3531-7797,오선우@example.com,일반 ,블로그 ,84B,2025-05-02,광주,120000,휴면
C00337,박서준,010-6393-9635,user337@example.com,신규,방문,102A,10-02-2024,제주,42000,휴면
C00412,오하윤,010-9272-2119,오하윤@example.com,일반 ,광고(네이버),114A,2024-09-07,강원,58000,이탈
C00205,한주원,010.9849.5346,한주원@example.com,일반,방문,59A,2024-07-19,경남,58000,활성
